"","km_sq","easting","northing","Presence"
"1163","NM8720",187000,720000,0
"1164","NM7513",175000,713000,0
"1165","NS2740",227000,640000,0
"1166","NS2839",228000,639000,0
"1167","NS2938",229000,638000,0
"1168","NR7990",179000,690000,0
"1169","NR7829",178000,629000,0
"1170","NS1385",213000,685000,0
"1171","NM9954",199000,754000,0
"1172","NG6005",160000,805000,0
"1173","NM7180",171000,780000,0
"1174","NN1457",214000,757000,0
"1175","NM9464",194000,764000,0
"1176","NM4662",146000,762000,0
"1177","NN1668",216000,768000,0
"1178","NN0158",201000,758000,0
"1179","NR7127",171000,627000,0
"1180","NM7431",174000,731000,0
"1181","NM4456",144000,756000,0
"1182","NM4256",142000,756000,0
"1183","NM5823",158000,723000,0
"1184","NM7231",172000,731000,0
"1185","NM6532",165000,732000,0
"1186","NS2641",226000,641000,0
"1187","NS0762",207000,662000,0
"1188","NS0864",208000,664000,0
"1189","NR8768",187000,668000,0
"1190","NM5352",153000,752000,0
"1191","NS2640",226000,640000,0
"1192","NM9024",190000,724000,0
"1193","NM9124",191000,724000,0
"1194","NM9930",199000,730000,0
"1195","NS3248",232000,648000,0
"1196","NS1852",218000,652000,0
"1197","NS2972",229000,672000,0
"1198","NS2871",228000,671000,0
"1199","NM8612",186000,712000,0
"1200","NM8516",185000,716000,0
"1201","NR3070",130000,670000,0
"1202","NR7150",171000,650000,0
"1203","NR8485",184000,685000,0
"1204","NM6226",162000,726000,0
"1205","NM9533",195000,733000,0
"1206","NS2771",227000,671000,0
"1207","NS2048",220000,648000,0
"1208","NG5905",159000,805000,0
"1209","NG5908",159000,808000,0
"1210","NG5706",157000,806000,0
"1211","NN1550",215000,750000,0
"1212","NN0660",206000,760000,0
"1213","NN1551",215000,751000,0
"1214","NN1962",219000,762000,0
"1215","NN1448",214000,748000,0
"1216","NM9792",197000,792000,0
"1217","NM9992",199000,792000,0
"1218","NN0092",2e+05,792000,0
"1219","NM9791",197000,791000,0
"1220","NM1556",115000,756000,0
"1221","NM5929",159000,729000,0
"1222","NM6531",165000,731000,0
"1223","NM9644",196000,744000,0
"1224","NN0027",2e+05,727000,0
"1225","NM8501",185000,701000,0
"1226","NM8512",185000,712000,0
"1227","NR8797",187000,697000,0
"1228","NR8897",188000,697000,0
"1229","NM8825",188000,725000,0
"1230","NM9928",199000,728000,0
"1231","NM4252",142000,752000,0
"1232","NM1756",117000,756000,0
"1233","NM1653",116000,753000,0
"1234","NM9123",191000,723000,0
"1235","NN0740",207000,740000,0
"1236","NR8095",180000,695000,0
"1237","NM7313",173000,713000,0
"1238","NR8293",182000,693000,0
"1239","NR7996",179000,696000,0
"1240","NR8399",183000,699000,0
"1241","NM8529",185000,729000,0
"1242","NM8101",181000,701000,0
"1243","NR7485",174000,685000,0
"1244","NS2573",225000,673000,0
"1245","NM9315",193000,715000,0
"1246","NS3041",230000,641000,0
"1247","NM1552",115000,752000,0
"1248","NM1754",117000,754000,0
"1249","NM1454",114000,754000,0
"1250","NM2256",122000,756000,0
"1251","NM1854",118000,754000,0
"1252","NM2258",122000,758000,0
"1253","NN0814",208000,714000,0
"1254","NM7616",176000,716000,0
"1255","NM9733",197000,733000,0
"1256","NM9545",195000,745000,0
"1257","NR8392",183000,692000,0
"1258","NR9350",193000,650000,0
"1259","NM9510",195000,710000,0
"1260","NM9347",193000,747000,0
"1261","NM8611",186000,711000,0
"1262","NR8178",181000,678000,0
"1263","NR7778",177000,678000,0
"1264","NM9833",198000,733000,0
"1265","NN0640",206000,740000,0
"1266","NN0539",205000,739000,0
"1267","NM7601",176000,701000,0
"1268","NM7702",177000,702000,0
"1269","NH2801",228000,801000,0
"1270","NM7050",170000,750000,0
"1271","NM8161",181000,761000,0
"1272","NN1184",211000,784000,0
"1273","NG6106",161000,806000,0
"1274","NN1346",213000,746000,0
"1275","NN1751",217000,751000,0
"1276","NN1568",215000,768000,0
"1277","NN1562",215000,762000,0
"1278","NM7272",172000,772000,0
"1279","NM5942",159000,742000,0
"1280","NM5329",153000,729000,0
"1281","NM7602",176000,702000,0
"1282","NM9428",194000,728000,0
"1283","NR8498",184000,698000,0
"1284","NM8301",183000,701000,0
"1285","NM8428",184000,728000,0
"1286","NM3918",139000,718000,0
"1287","NM2060",120000,760000,0
"1288","NM1353",113000,753000,0
"1289","NM8513",185000,713000,0
"1290","NR6547",165000,647000,0
"1291","NR9491",194000,691000,0
"1292","NM7618",176000,718000,0
"1293","NR8294",182000,694000,0
"1294","NM8330",183000,730000,0
"1295","NR6636",166000,636000,0
"1296","NR2742",127000,642000,0
"1297","NS2587",225000,687000,0
"1298","NM9818",198000,718000,0
"1299","NM9917",199000,717000,0
"1300","NN0840",208000,740000,0
"1301","NG9904",199000,804000,0
"1302","NN1662",216000,762000,0
"1303","NN2578",225000,778000,0
"1304","NM5126",151000,726000,0
"1305","NM8525",185000,725000,0
"1306","NM9532",195000,732000,0
"1307","NM8526",185000,726000,0
"1308","NM1758",117000,758000,0
"1309","NM1858",118000,758000,0
"1310","NM7051",170000,751000,0
"1311","NM7151",171000,751000,0
"1312","NM9943",199000,743000,0
"1313","NM4758",147000,758000,0
"1314","NN0672",206000,772000,0
"1315","NS1887",218000,687000,0
"1316","NM7559",175000,759000,0
"1317","NM7163",171000,763000,0
"1318","NM7263",172000,763000,0
"1319","NM9140",191000,740000,0
"1320","NM8924",189000,724000,0
"1321","NM8211",182000,711000,0
"1322","NS2161",221000,661000,0
"1323","NG3704",137000,804000,0
"1324","NM6572",165000,772000,0
"1325","NS1168",211000,668000,0
"1326","NM3821",138000,721000,0
"1327","NG3604",136000,804000,0
"1328","NM8701",187000,701000,0
"1329","NR9987",199000,687000,0
"1330","NM9932",199000,732000,1
"1331","NR7099",170000,699000,1
"1332","NR7080",170000,680000,1
"1333","NM7232",172000,732000,1
"1334","NR6979",169000,679000,1
"1335","NR7181",171000,681000,1
"1336","NR7081",170000,681000,1
"1337","NM7903",179000,703000,1
"1338","NR8093",180000,693000,1
"1339","NM8725",187000,725000,1
"1340","NM9830",198000,730000,1
"1341","NM7514",175000,714000,1
"1342","NR7285",172000,685000,1
"1343","NM8107",181000,707000,1
"1344","NR6980",169000,680000,1
"1345","NR7283",172000,683000,1
"1346","NR7284",172000,684000,1
"1347","NR7384",173000,684000,1
"1348","NR7385",173000,685000,1
"1349","NR2772",127000,672000,1
"1350","NR2773",127000,673000,1
"1351","NM8423",184000,723000,1
"1352","NR2768",127000,668000,1
"1353","NM7614",176000,714000,1
"1354","NM9342",193000,742000,1
"1355","NR7282",172000,682000,1
"1356","NM9140",191000,740000,1
"1357","NR1752",117000,652000,1
"1358","NM9633",196000,733000,1
"1359","NM9831",198000,731000,1
"1360","NM8942",189000,742000,1
"1361","NR2965",129000,665000,1
"1362","NR1751",117000,651000,1
"1363","NR2562",125000,662000,1
"1364","NR7383",173000,683000,1
"1365","NM7432",174000,732000,1
"1366","NM7615",176000,715000,1
"1367","NR2769",127000,669000,1
"1368","NR7079",170000,679000,1
"1369","NR2269",122000,669000,1
"1370","NR2872",128000,672000,1
"1371","NR3373",133000,673000,1
"1372","NM7333",173000,733000,1
"1373","NR3386",133000,686000,1
"1374","NR6899",168000,699000,1
"1375","NR6185",161000,685000,1
"1376","NR6996",169000,696000,1
"1377","NR7097",170000,697000,1
"1378","NR7096",170000,696000,1
"1379","NR6894",168000,694000,1
"1380","NR6895",168000,695000,1
"1381","NR4469",144000,669000,1
"1382","NR3689",136000,689000,1
"1383","NM7031",170000,731000,1
"1384","NM7332",173000,732000,1
"1385","NM8240",182000,740000,1
"1386","NM8441",184000,741000,1
"1387","NM5146",151000,746000,1
"1388","NM6829",168000,729000,1
"1389","NM5147",151000,747000,1
"1390","NM8339",183000,739000,1
"1391","NM7131",171000,731000,1
"1392","NM7902",179000,702000,1
"1393","NM9041",190000,741000,1
"1394","NR7387",173000,687000,1
"1395","NM7433",174000,733000,1
"1396","NR2170",121000,670000,1
"1397","NR4552",145000,652000,1
"1398","NR2066",120000,666000,1
"1399","NM8627",186000,727000,1
"1400","NR3962",139000,662000,1
"1401","NR4164",141000,664000,1
"1402","NM9146",191000,746000,1
"1403","NM8340",183000,740000,1
"1404","NN0030",2e+05,730000,1
"1405","NR1654",116000,654000,1
"1406","NM7703",177000,703000,1
"1407","NM7803",178000,703000,1
"1408","NR7180",171000,680000,1
"1409","NM7330",173000,730000,1
"1410","NM7328",173000,728000,1
"1411","NM7802",178000,702000,1
"1412","NR1653",116000,653000,1
"1413","NM7430",174000,730000,1
"1414","NR8490",184000,690000,1
"1415","NM3923",139000,723000,1
"1416","NR2871",128000,671000,1
"1417","NR6893",168000,693000,1
"1418","NR6692",166000,692000,1
"1419","NM7804",178000,704000,1
"1420","NR6183",161000,683000,1
"1421","NR8094",180000,694000,1
"1422","NR3359",133000,659000,1
"1423","NM9242",192000,742000,1
"1424","NM4339",143000,739000,1
"1425","NM4439",144000,739000,1
"1426","NR3968",139000,668000,1
"1427","NM8442",184000,742000,1
"1428","NR8796",187000,696000,1
"1429","NM4023",140000,723000,1
"1430","NM7701",177000,701000,1
"1431","NR4553",145000,653000,1
"1432","NM4022",140000,722000,1
"1433","NR8591",185000,691000,1
"1434","NM5445",154000,745000,1
"1435","NR2770",127000,670000,1
"1436","NM8422",184000,722000,1
"1437","NR5063",150000,663000,1
"1438","NR8390",183000,690000,1
"1439","NR2660",126000,660000,1
"1440","NR1553",115000,653000,1
"1441","NR2569",125000,669000,1
"1442","NN1256",212000,756000,1
"1443","NM9243",192000,743000,1
"1444","NM9832",198000,732000,1
"1445","NR7791",177000,691000,1
"1446","NR7689",176000,689000,1
"1447","NM7921",179000,721000,1
"1448","NM8303",183000,703000,1
"1449","NM8105",181000,705000,1
"1450","NM8601",186000,701000,1
"1451","NM6830",168000,730000,1
"1452","NM8532",185000,732000,1
"1453","NR6879",168000,679000,1
"1454","NR8190",181000,690000,1
"1455","NS0274",202000,674000,1
"1456","NM9544",195000,744000,1
"1457","NR6653",166000,653000,1
"1458","NM8541",185000,741000,1
"1459","NM8123",181000,723000,1
"1460","NS1152",211000,652000,1
"1461","NR2673",126000,673000,1
"1462","NR1655",116000,655000,1
"1463","NM5630",156000,730000,1
"1464","NM8039",180000,739000,1
"1465","NM7431",174000,731000,1
"1466","NR5471",154000,671000,1
"1467","NM6897",168000,797000,1
"1468","NM7600",176000,7e+05,1
"1469","NM7700",177000,7e+05,1
"1470","NR8161",181000,661000,1
"1471","NM9040",190000,740000,1
"1472","NM9644",196000,744000,1
"1473","NM8207",182000,707000,1
"1474","NR3766",137000,666000,1
"1475","NR3877",138000,677000,1
"1476","NR3978",139000,678000,1
"1477","NR4078",140000,678000,1
"1478","NR3673",136000,673000,1
"1479","NR3674",136000,674000,1
"1480","NR3665",136000,665000,1
"1481","NR3776",137000,676000,1
"1482","NR3568",135000,668000,1
"1483","NR3676",136000,676000,1
"1484","NR3574",135000,674000,1
"1485","NR3166",131000,666000,1
"1486","NR3267",132000,667000,1
"1487","NR3467",134000,667000,1
"1488","NR3566",135000,666000,1
"1489","NR3067",130000,667000,1
"1490","NR2764",127000,664000,1
"1491","NR2271",122000,671000,1
"1492","NR2461",124000,661000,1
"1493","NR2672",126000,672000,1
"1494","NR2665",126000,665000,1
"1495","NR3558",135000,658000,1
"1496","NR3346",133000,646000,1
"1497","NR3344",133000,644000,1
"1498","NR3445",134000,645000,1
"1499","NR3044",130000,644000,1
"1500","NR3342",133000,642000,1
"1501","NR4556",145000,656000,1
"1502","NR4655",146000,655000,1
"1503","NR4658",146000,658000,1
"1504","NR4452",144000,652000,1
"1505","NR3867",138000,667000,1
"1506","NR3857",138000,657000,1
"1507","NR4461",144000,661000,1
"1508","NR7599",175000,699000,1
"1509","NR7699",176000,699000,1
"1510","NR3455",134000,655000,1
"1511","NM6800",168000,7e+05,1
"1512","NM6930",169000,730000,1
"1513","NM5548",155000,748000,1
"1514","NM5448",154000,748000,1
"1515","NM5449",154000,749000,1
"1516","NM5549",155000,749000,1
"1517","NM9030",190000,730000,1
"1518","NM8929",189000,729000,1
"1519","NM8827",188000,727000,1
"1520","NM8828",188000,728000,1
"1521","NS0960",209000,660000,1
"1522","NR3561",135000,661000,1
"1523","NR3345",133000,645000,1
"1524","NR3447",134000,647000,1
"1525","NR5977",159000,677000,1
"1526","NR3351",133000,651000,1
"1527","NR3563",135000,663000,1
"1528","NM7129",171000,729000,1
"1529","NM7702",177000,702000,1
"1530","NM7904",179000,704000,1
"1531","NR3746",137000,646000,1
"1532","NR3646",136000,646000,1
"1533","NR3847",138000,647000,1
"1534","NM9931",199000,731000,1
"1535","NM8527",185000,727000,1
"1536","NM8323",183000,723000,1
"1537","NM9930",199000,730000,1
"1538","NN0130",201000,730000,1
"1539","NN0029",2e+05,729000,1
"1540","NM9929",199000,729000,1
"1541","NM9141",191000,741000,1
"1542","NM9444",194000,744000,1
"1543","NM9246",192000,746000,1
"1544","NS0174",201000,674000,1
"1545","NM7304",173000,704000,1
"1546","NM6740",167000,740000,1
"1547","NM7435",174000,735000,1
"1548","NM7535",175000,735000,1
"1549","NM7038",170000,738000,1
"1550","NM6432",164000,732000,1
"1551","NM7335",173000,735000,1
"1552","NM7138",171000,738000,1
"1553","NM6739",167000,739000,1
"1554","NM6243",162000,743000,1
"1555","NM6839",168000,739000,1
"1556","NM5462",154000,762000,1
"1557","NM5220",152000,720000,1
"1558","NR6778",167000,678000,1
"1559","NM7127",171000,727000,1
"1560","NM8716",187000,716000,1
"1561","NM9655",196000,755000,1
"1562","NM7406",174000,706000,1
"1563","NM6433",164000,733000,1
"1564","NM6532",165000,732000,1
"1565","NM7434",174000,734000,1
"1566","NM9833",198000,733000,1
"1567","NM9933",199000,733000,1
"1568","NR7960",179000,660000,1
"1569","NM7412",174000,712000,1
"1570","NM8726",187000,726000,1
"1571","NR8162",181000,662000,1
"1572","NM8628",186000,728000,1
"1573","NR8261",182000,661000,1
"1574","NR8393",183000,693000,1
"1575","NR3490",134000,690000,1
"1576","NR3898",138000,698000,1
"1577","NR3692",136000,692000,1
"1578","NR3592",135000,692000,1
"1579","NR8399",183000,699000,1
"1580","NM7230",172000,730000,1
"1581","NS0961",209000,661000,1
"1582","NM7236",172000,736000,1
"1583","NM7329",173000,729000,1
"1584","NS0457",204000,657000,1
"1585","NM6331",163000,731000,1
"1586","NM6332",163000,732000,1
"1587","NM8727",187000,727000,1
"1588","NM9755",197000,755000,1
"1589","NM8037",180000,737000,1
"1590","NM8139",181000,739000,1
"1591","NM8137",181000,737000,1
"1592","NM7534",175000,734000,1
"1593","NM7513",175000,713000,1
"1594","NM7533",175000,733000,1
"1595","NN0534",205000,734000,1
"1596","NM7512",175000,712000,1
"1597","NM6320",163000,720000,1
"1598","NR3590",135000,690000,1
"1599","NR3589",135000,689000,1
"1600","NR3491",134000,691000,1
"1601","NR3591",135000,691000,1
"1602","NR7472",174000,672000,1
"1603","NM5743",157000,743000,1
"1604","NM6730",167000,730000,1
"1605","NM5054",150000,754000,1
"1606","NM6744",167000,744000,1
"1607","NS0459",204000,659000,1
"1608","NR6596",165000,696000,1
"1609","NM8008",180000,708000,1
"1610","NM4357",143000,757000,1
"1611","NM6531",165000,731000,1
"1612","NM4954",149000,754000,1
"1613","NM5428",154000,728000,1
"1614","NM5530",155000,730000,1
"1615","NR3690",136000,690000,1
"1616","NM4955",149000,755000,1
"1617","NM3819",138000,719000,1
"1618","NM3818",138000,718000,1
"1619","NR3141",131000,641000,1
"1620","NM7920",179000,720000,1
"1621","NM5842",158000,742000,1
"1622","NM4719",147000,719000,1
"1623","NM6631",166000,731000,1
"1624","NM7226",172000,726000,1
"1625","NM8121",181000,721000,1
"1626","NM8701",187000,701000,1
"1627","NM8700",187000,7e+05,1
"1628","NM9133",191000,733000,1
"1629","NM9532",195000,732000,1
"1630","NN0437",204000,737000,1
"1631","NN0026",2e+05,726000,1
"1632","NN0027",2e+05,727000,1
"1633","NM8414",184000,714000,1
"1634","NN0127",201000,727000,1
"1635","NN0126",201000,726000,1
"1636","NR3144",131000,644000,1
"1637","NM5221",152000,721000,1
"1638","NM9733",197000,733000,1
"1639","NM5329",153000,729000,1
"1640","NM5562",155000,762000,1
"1641","NM9632",196000,732000,1
"1642","NM4787",147000,787000,1
"1643","NM4484",144000,784000,1
"1644","NM9845",198000,745000,1
"1645","NM8400",184000,7e+05,1
"1646","NM7602",176000,702000,1
"1647","NM7601",176000,701000,1
"1648","NM7801",178000,701000,1
"1649","NR8095",180000,695000,1
"1650","NR8092",180000,692000,1
"1651","NR2742",127000,642000,1
"1652","NM7005",170000,705000,1
"1653","NM7105",171000,705000,1
"1654","NM4683",146000,783000,1
"1655","NR6881",168000,681000,1
"1656","NM5229",152000,729000,1
"1657","NM4118",141000,718000,1
"1658","NM7937",179000,737000,1
"1659","NM8239",182000,739000,1
"1660","NM8542",185000,742000,1
"1661","NM7334",173000,734000,1
"1662","NM7231",172000,731000,1
"1663","NM5228",152000,728000,1
"1664","NM5723",157000,723000,1
"1665","NR2741",127000,641000,1
"1666","NM7310",173000,710000,1
"1667","NM4024",140000,724000,1
"1668","NM8733",187000,733000,1
"1669","NM5929",159000,729000,1
"1670","NM6525",165000,725000,1
"1671","NM6822",168000,722000,1
"1672","NM6622",166000,722000,1
"1673","NM9533",195000,733000,1
"1674","NN1330",213000,730000,1
"1675","NM8520",185000,720000,1
"1676","NM8720",187000,720000,1
"1677","NM8528",185000,728000,1
"1678","NR5978",159000,678000,1
"1679","NR5979",159000,679000,1
"1680","NR6082",160000,682000,1
"1681","NM7227",172000,727000,1
"1682","NR3895",138000,695000,1
"1683","NM0246",102000,746000,1
"1684","NM0345",103000,745000,1
"1685","NM0245",102000,745000,1
"1686","NM0244",102000,744000,1
"1687","NM0247",102000,747000,1
"1688","NM0145",101000,745000,1
"1689","NR6880",168000,680000,1
"1690","NR8699",186000,699000,1
"1691","NR8698",186000,698000,1
"1692","NR3760",137000,660000,1
"1693","NR3661",136000,661000,1
"1694","NM5730",157000,730000,1
"1695","NM6029",160000,729000,1
"1696","NM6231",162000,731000,1
"1697","NM7030",170000,730000,1
"1698","NM5429",154000,729000,1
"1699","NM6230",162000,730000,1
"1700","NM6130",161000,730000,1
"1701","NM6220",162000,720000,1
"1702","NM6219",162000,719000,1
"1703","NM6021",160000,721000,1
"1704","NM7429",174000,729000,1
"1705","NM5543",155000,743000,1
"1706","NM5829",158000,729000,1
"1707","NM4723",147000,723000,1
"1708","NM1051",110000,751000,1
"1709","NM8401",184000,701000,1
"1710","NM7327",173000,727000,1
"1711","NM9033",190000,733000,1
"1712","NM6221",162000,721000,1
"1713","NM6222",162000,722000,1
"1714","NM0347",103000,747000,1
"1715","NM5119",151000,719000,1
"1716","NR2947",129000,647000,1
"1717","NM5328",153000,728000,1
"1718","NR2943",129000,643000,1
"1719","NM9945",199000,745000,1
"1720","NM8145",181000,745000,1
"1721","NM8604",186000,704000,1
"1722","NM8503",185000,703000,1
"1723","NR4246",142000,646000,1
"1724","NM0346",103000,746000,1
"1725","NR4174",141000,674000,1
"1726","NR4066",140000,666000,1
"1727","NM8221",182000,721000,1
